Name,Gender,SSN,Member Date,Phone,State,Zip,Email,Credit Card,Credit Card_Number,Credit Card Exp,Gender,Favorite Radio Station,Purchases Past 30 Days,Spent Past 30 Days,Purchases Past 6 Months,Spent Past 6 Months,Purchases Past 12 Months,Spent Past 12 Months
Alberta Sanders,female,651-38-2917,Tue Jun 20 2006 03:32:35 GMT-0400 (Eastern Daylight Time),9406907406,CO,38372,a.sandersanders@ge.gov,American Express,3408xxxxxxx6259,12/20,female,KJOW,1,$766.03,6,$4428.28,15,$12200.860000000002
Mr. Bill Hudson,male,381-21-1346,Fri Jul 20 2012 18:17:59 GMT-0400 (Eastern Daylight Time),(840) 860-2410,I.D.,50663-5824,b.hudsonudson@dobfuciv.net,Mastercard,5185xxxxxxxx5769,03/24,male,KVGV,3,$1512.2399999999998,8,$5254.02,11,$10432.25
Steven Rowe,male,503-13-7904,Mon May 02 2005 03:27:59 GMT-0400 (Eastern Daylight Time),9449589685,S.D.,17485-8434,s.roweowe@dezewifo.com,Discover Card,6011xxxxxxxx2041,09/27,male,KUYI,3,$1030.4,4,$3351.25,9,$7379.01
Daniel Gonzalez,male,348-96-6148,Mon Nov 11 2013 06:22:20 GMT-0500 (Eastern Standard Time),(629) 658-1308,Delaware,92420-6298,d.gonzalezonzalez@ohusazvuk.com,Visa,4579xxxxxxxx1565,01/25,male,WHQS,3,$1380.87,5,$4139.99,7,$7983.030000000001
Dr. Wayne McBride,male,890-52-2789,Tue Aug 17 2010 20:41:35 GMT-0400 (Eastern Daylight Time),2552636469,MS,13947-4990,w.McBride@iwiekojo.org,Visa,4812xxxxxxxx1731,11/20,male,WMYW,5,$2931.38,10,$8232.119999999999,20,$17704.149999999998
Jonathan Willis,male,475-50-8022,Thu Mar 29 2012 23:39:51 GMT-0400 (Eastern Daylight Time),(918) 302-9171,OH,03951-0658,j.willisillis@dab.gov,Discover Card,6011xxxxxxxx4746,04/25,male,WDHZ,2,$444.64,3,$1876.79,7,$5813.110000000001
Christine Lloyd,female,132-44-3088,Wed Dec 26 2007 03:09:27 GMT-0500 (Eastern Standard Time),2409401138,Indiana,39822-9863,c.lloydloyd@uharap.gov,Diners Club United States & Canada,5463xxxxxxxx9999,03/17,female,WHKL,3,$2474.15,5,$5890.14,6,$9554.820000000002
Miss Emilie Stewart,female,257-73-8862,10/7/2012,(265) 782-3418,Texas,89364-6274,e.Stewart@vetewe.edu,Diners Club United States & Canada,5403xxxxxxxx0953,10/25,female,KGOA,0,$0,4,$1202.14,8,$4885.5
Gilbert Dixon,male,490-19-0302,Mon Apr 18 2011 22:14:53 GMT-0400 (Eastern Daylight Time),6067209105,Iowa,32318-6485,g.dixonixon@tanrit.gov,Diners Club United States & Canada,5490xxxxxxxx0704,11/18,male,KLJM,4,$2366.77,9,$7043.28,10,$10545.060000000001
Misses Lilly Clarke,female,068-96-5269,9/8/2007,(952) 947-7878,Ohio,97797,l.Clarke@bo.edu,Mastercard,5154xxxxxxxx0686,10/25,female,WBMH,2,$1027.8899999999999,3,$1681.1699999999998,4,$3299.7500000000005
Doctor Leroy Goodwin,male,672-98-6771,Wed Dec 21 2016 00:00:52 GMT-0500 (Eastern Standard Time),(673) 732-8971,SC,26451,l.Goodwin@lot.net,Diners Club United States & Canada,5411xxxxxxxx4029,03/22,male,WRZN,3,$1108.08,8,$5973.88,16,$14242.809999999998
Harold Powers,male,028-37-9262,12/21/2006,9782767526,MS,37144,h.powersowers@isu.net,Discover Card,6011xxxxxxxx1199,11/17,male,WCFW,3,$1603.62,7,$4693.220000000001,10,$10431.37
Thomas Schneider,male,632-82-5940,6/15/2008,(662) 850-5671,VT,96200,t.schneiderchneider@gi.edu,American Express,3433xxxxxxx7432,09/26,male,WTZC,2,$874.44,5,$3724.33,7,$6561.94
Misses Marion Hudson,female,466-25-7134,Thu May 04 2017 00:54:02 GMT-0400 (Eastern Daylight Time),9605997536,Oklahoma,91266,m.Hudson@notijtiw.com,American Express,3434xxxxxxx5172,03/22,female,KZWT,3,$1778.54,4,$3452.7599999999998,8,$7037.009999999999
Dr. Aiden Snyder,male,172-71-7605,Sat Sep 15 2007 21:54:26 GMT-0400 (Eastern Daylight Time),(970) 790-5517,Alabama,00699,a.snydernyder@medmidu.org,Visa,4280xxxxxxxx1409,11/23,male,WJMP,5,$3075.5,9,$8251.14,13,$15276.049999999997
Duane Lopez,male,740-38-7610,Mon May 21 2007 22:18:42 GMT-0400 (Eastern Daylight Time),8229263533,A.K.,35632,d.lopezopez@pugihti.edu,Diners Club United States & Canada,5480xxxxxxxx8983,05/23,male,WWOC,5,$1814.68,8,$5863.529999999999,10,$11120.119999999999
Mrs. Dora Ellis,female,654-67-5865,6/29/2015,(772) 346-7677,West Virginia,20175,d.ellisllis@ce.gov,Visa,4920xxxxxxxx2055,09/26,female,WVMT,5,$2949.6,10,$8404.869999999999,16,$15457.769999999999
Miss Alta Butler,female,817-59-8172,29/11/2006,(463) 996-5809,WI,26844-0663,a.butlerutler@sov.org,Visa,4160xxxxxxxx0679,09/19,female,WRGV,3,$1063.78,7,$4832.02,10,$10509.230000000001
Cole Bass,male,184-02-0499,Mon Oct 17 2011 05:20:18 GMT-0400 (Eastern Daylight Time),(213) 371-2469,O.R.,56251-3705,c.Bass@anisib.edu,Mastercard,5101xxxxxxxx7280,11/22,male,KRSQ,5,$2879.56,6,$5186.250000000001,7,$9295.400000000001
Eddie McCoy,male,334-70-8164,Mon Dec 15 2014 23:49:37 GMT-0500 (Eastern Standard Time),(820) 670-3920,Washington,56866,e.mccoycCoy@gomar.org,American Express,3415xxxxxxx3382,07/19,male,KAUJ,4,$1778.93,6,$4420.030000000001,16,$12420.32
Dr. Justin Doyle,male,546-23-6293,Mon Feb 06 2012 22:16:20 GMT-0500 (Eastern Standard Time),3677692584,N.M.,49603,j.doyleoyle@si.com,Diners Club United States & Canada,5400xxxxxxxx4754,09/22,male,KOMU,4,$2563.2400000000002,8,$7563.09,17,$17212.500000000004
Dr. Emma Wagner,female,547-84-1066,Mon May 19 2014 02:47:31 GMT-0400 (Eastern Daylight Time),6618853151,VA,04819,e.wagneragner@nefla.gov,American Express,3494xxxxxxx0637,03/23,female,WOUW,4,$2055.7799999999997,9,$6616.0199999999995,16,$15239.689999999997
Mr. Scott Keller,male,262-66-8364,7/14/2017,2335615153,California,74603-7717,s.Keller@iz.edu,Diners Club United States & Canada,5426xxxxxxxx9241,05/24,male,KGCJ,1,$305.12,5,$2552.6400000000003,12,$8547.160000000002
Gordon Lucas,male,427-68-4451,12/8/2006,8697952387,NE,46606-0033,g.Lucas@sudpeg.com,Diners Club United States & Canada,5423xxxxxxxx2969,11/27,male,KFWV,0,$0,1,$844.58,8,$5548.77
Mrs. Ella Banks,female,112-77-3401,3/3/2014,(536) 555-4784,North Dakota,23984-1447,e.Banks@zu.nz,American Express,3492xxxxxxx1752,12/19,female,KDNT,1,$981.33,6,$4035.8300000000004,16,$12718.32
Larry Day,male,051-21-2490,1/18/2015,(325) 689-3514,Wisconsin,41915-9437,l.dayay@suvfud.au,American Express,3421xxxxxxx7462,11/27,male,WEDA,0,$0,2,$1942.46,4,$4308.39
Mister Marcus Lee,male,808-46-9122,Fri Jan 22 2010 05:42:42 GMT-0500 (Eastern Standard Time),(372) 689-4755,MD,57167-3860,m.leeee@hiitume.net,Diners Club United States & Canada,5473xxxxxxxx6380,11/21,male,WWTA,2,$1010.03,5,$3018.83,10,$7579.9299999999985
Miss Katherine Miles,female,099-97-0740,Tue May 05 2015 17:27:35 GMT-0400 (Eastern Daylight Time),(608) 675-6141,Nevada,79263,k.milesiles@mobic.edu,Diners Club United States & Canada,5455xxxxxxxx4262,05/20,female,KDII,4,$1969.6599999999999,8,$6919.03,17,$17688.62
Mabel Larson,female,118-34-9455,Sat Jan 28 2017 05:40:01 GMT-0500 (Eastern Standard Time),(225) 828-2734,HI,34189,m.larsonarson@fufhivfuz.net,American Express,3430xxxxxxx6115,05/21,female,KRCK,0,$0,5,$2220.35,11,$7285.809999999999
Christopher Pope,male,608-58-9449,27/3/2007,4097892549,NJ,72539,c.popeope@lotez.com,Visa,4633xxxxxxxx6793,09/22,male,WHID,5,$2115.4799999999996,10,$6780.62,20,$17289.82
Misses Adelaide Webster,female,737-90-6491,8/9/2014,(205) 906-6318,Virginia,00408,a.websterebster@cedwe.net,Diners Club United States & Canada,5458xxxxxxxx8839,08/25,female,WSCD,1,$905.26,6,$3189.6400000000003,11,$7760.18
Manuel Carson,male,398-87-5372,5/2/2012,6875181737,ID,82053,m.carsonarson@rokat.net,Mastercard,5191xxxxxxxx4779,07/19,male,KOWL,3,$1243.16,5,$3936.9299999999994,12,$10175.779999999999
Misses Eliza Patrick,female,263-78-5599,9/4/2006,9089341926,I.D.,03600,e.patrickatrick@jul.gov,Visa,4081xxxxxxxx3651,02/23,female,KRWQ,4,$1288.39,8,$5391.7699999999995,17,$15295.460000000001
Lela Brock,female,919-86-4801,Tue May 13 2008 07:00:39 GMT-0400 (Eastern Daylight Time),3208746830,OH,40957-0045,l.Brock@balnizow.org,Visa,4813xxxxxxxx9868,05/24,female,WCBE,2,$834.61,5,$3494.57,10,$9048.099999999999
Mrs. Amelia Jones,female,584-00-2544,Sat Feb 27 2016 07:44:43 GMT-0500 (Eastern Standard Time),(565) 929-5202,North Dakota,97089,a.jonesones@on.edu,American Express,3454xxxxxxx1504,05/24,female,KHVN,4,$1748.92,8,$5862.73,15,$11451.48
Miss Ophelia Osborne,female,059-17-8785,Wed Sep 15 2010 18:53:57 GMT-0400 (Eastern Daylight Time),(707) 417-4020,North Dakota,81726-9333,o.osbornesborne@mapdafoh.info,Visa,4212xxxxxxxx0466,01/20,female,KXRR,1,$310.27,4,$2933.45,6,$5797.599999999999
Minnie Copeland,female,856-06-7345,19/11/2007,8539381597,West Virginia,68284,m.copelandopeland@migu.co,American Express,3410xxxxxxx9588,12/25,female,WBYO,3,$1427.94,4,$3843.32,6,$4731.73
Roy Copeland,male,432-09-6503,15/12/2008,(347) 674-4912,ME,14871-9503,r.copelandopeland@tejono.nz,Visa,4919xxxxxxxx5694,09/21,male,WJSX,0,$0,1,$361.23,5,$2242.8199999999997
Jeff Roberts,male,609-51-6060,Sun Jul 03 2005 17:41:20 GMT-0400 (Eastern Daylight Time),(619) 852-4918,Delaware,42137,j.robertsoberts@kib.ca,Diners Club United States & Canada,5484xxxxxxxx4628,10/25,male,WFIZ,2,$1287.6399999999999,4,$3047.56,6,$6154.449999999999
Mister Evan Page,male,896-17-7490,Fri Jun 03 2011 04:20:32 GMT-0400 (Eastern Daylight Time),3628419511,S.C.,74862-2780,e.Page@lihjig.net,American Express,3486xxxxxxx0995,08/21,male,WTBB,2,$976.97,4,$3465.67,11,$10237.699999999999
Susie Garrett,female,362-32-9632,Tue Jan 27 2009 11:46:18 GMT-0500 (Eastern Standard Time),4286779585,Ohio,84163,s.Garrett@feb.org,American Express,3474xxxxxxx2051,01/24,female,WVGE,1,$660.24,2,$1591.56,5,$3015.88
Mister Vincent Clayton,male,432-18-8471,Tue Jun 22 2010 04:49:30 GMT-0400 (Eastern Daylight Time),(621) 654-2764,W.V.,77253,v.claytonlayton@osuewa.com,Discover Card,6011xxxxxxxx9589,04/20,male,WBED,0,$0,4,$2321.4,5,$5222.42
Mr. Brian Hamilton,male,392-98-9960,12/22/2011,(380) 600-9656,CA,65844-5602,b.hamiltonamilton@jamhac.de,Diners Club United States & Canada,5462xxxxxxxx7916,04/17,male,KVOU,3,$1853.92,5,$5046.69,12,$12297.12
Doctor Etta Brooks,female,097-31-4706,Sat Feb 09 2008 17:42:08 GMT-0500 (Eastern Standard Time),(746) 680-2062,New Hampshire,25504-2333,e.brooksrooks@ev.com,Visa,4597xxxxxxxx0043,04/21,female,WLBP,0,$0,5,$1530.1200000000001,13,$6710.03
Doctor Cornelia Sharp,female,613-83-5469,10/4/2005,7235338669,NE,99070-6243,c.sharpharp@ri.net,American Express,3439xxxxxxx7962,05/22,female,KHHI,5,$2828.62,9,$7837.22,14,$15768.800000000001
Agnes Snyder,female,292-69-5430,5/4/2017,2004404099,Colorado,79080-5884,a.snydernyder@bifren.edu,Diners Club United States & Canada,5456xxxxxxxx4671,12/22,female,KKBE,5,$1914.05,9,$5519.300000000001,10,$11366.03
Georgia Scott,female,759-33-9064,Sun Jun 20 2010 16:18:11 GMT-0400 (Eastern Daylight Time),(365) 512-7134,R.I.,79012-1068,g.Scott@soksocni.org,American Express,3493xxxxxxx4283,04/19,female,WPUS,1,$859.36,5,$3863.3299999999995,7,$6024.979999999999
Randall Santiago,male,693-58-7587,Sun Apr 19 2009 07:09:10 GMT-0400 (Eastern Daylight Time),(437) 548-7762,Montana,35668,r.Santiago@zuzuka.org,Diners Club United States & Canada,5447xxxxxxxx1237,12/17,male,KDAZ,5,$3126.1400000000003,6,$5482.3200000000015,11,$11501.710000000003
Dr. Pauline Howard,female,431-88-1828,Wed Jun 15 2016 11:11:05 GMT-0400 (Eastern Daylight Time),9552005663,Alaska,76029-2532,p.howardoward@sirak.edu,Diners Club United States & Canada,5433xxxxxxxx0317,03/23,female,KYNZ,4,$1556.15,9,$6851.000000000001,12,$11822.08
Miss Lucy Chapman,female,288-57-3883,9/7/2010,5517213751,D.E.,00638,l.Chapman@ew.net,American Express,3438xxxxxxx9289,09/27,female,WWOO,2,$1166.78,5,$3008.51,12,$8595.44
Joe Day,male,491-68-9033,18/10/2012,(410) 344-4412,Vermont,75571-8086,j.dayay@lugwah.gov,Visa,4789xxxxxxxx1320,12/21,male,WOHZ,4,$1510.46,7,$3833.17,12,$9537.710000000001
Isaac Dixon,male,243-96-1799,10/17/2016,2767964701,NY,14024,i.Dixon@bewizeb.net,Discover Card,6011xxxxxxxx5689,05/25,male,WWME,5,$2974.7799999999997,9,$7170.53,18,$15035.329999999996
Myra Horton,female,243-05-3988,Sun May 09 2010 04:41:33 GMT-0400 (Eastern Daylight Time),(742) 876-8321,M.O.,28501-4796,m.hortonorton@rahfacco.gov,Visa,4085xxxxxxxx5425,11/18,female,KYIQ,3,$1592.7,5,$3109.48,7,$6691.05
Doctor Howard Cummings,male,734-64-3385,Thu Oct 31 2013 12:22:31 GMT-0400 (Eastern Daylight Time),3823334438,Tennessee,33444-0922,h.Cummings@rapcic.org,Diners Club United States & Canada,5403xxxxxxxx3950,11/18,male,WGAB,0,$0,2,$1044.98,10,$6100.55
Susan Garner,female,814-80-5245,Tue Dec 18 2007 02:29:06 GMT-0500 (Eastern Standard Time),(457) 213-3346,California,54205-1778,s.Garner@icpurof.com,Mastercard,5170xxxxxxxx3284,07/24,female,KZQB,2,$422.23,4,$2045.38,11,$6918.76
Barry Franklin,male,667-59-3681,Tue Jul 05 2005 20:49:14 GMT-0400 (Eastern Daylight Time),9208659351,Virginia,40959-9212,b.franklinranklin@fuleiw.com,American Express,3415xxxxxxx6439,07/25,male,WXPO,5,$3040.11,10,$8544.260000000002,19,$18662
Mister Isaac Holloway,male,285-12-1995,Tue Apr 28 2015 03:45:54 GMT-0400 (Eastern Daylight Time),(761) 556-6889,S.D.,90650,i.hollowayolloway@idkezve.ca,Diners Club United States & Canada,5467xxxxxxxx3585,07/20,male,KXIP,1,$569.78,6,$4184.44,13,$10451.39
Mabel Rodriquez,female,532-35-0364,Tue Jan 01 2013 22:52:49 GMT-0500 (Eastern Standard Time),(214) 811-1090,ME,85185,m.rodriquezodriquez@fofninale.org,Visa,4410xxxxxxxx3913,10/24,female,WNZN,4,$2017.75,5,$4987.299999999999,6,$8482.57
Miss Bernice Owen,female,605-79-5346,31/7/2015,(259) 494-6007,NH,00007,b.owenwen@odu.net,American Express,3459xxxxxxx8587,03/19,female,WKTM,1,$79.24,2,$1713.2,6,$4299.07
Celia Mitchell,female,971-75-0781,Sun Sep 04 2005 07:24:23 GMT-0400 (Eastern Daylight Time),5659683610,Utah,75791-5978,c.mitchellitchell@upa.org,Visa,4498xxxxxxxx9956,12/23,female,KWYM,5,$3223.98,8,$8270.08,17,$16758.39
Barbara Cummings,female,410-67-3157,2/7/2006,(353) 940-6897,Mississippi,60144,b.cummingsummings@dagcedis.org,American Express,3426xxxxxxx7169,11/23,female,WTKC,5,$1838.27,8,$6977.400000000001,13,$12092.780000000004
Christian McCarthy,male,854-83-5472,1/15/2008,6535191517,N.Y.,15420-1387,c.mccarthycCarthy@ediisiku.org,Diners Club United States & Canada,5445xxxxxxxx6535,05/27,male,WEJG,1,$683.76,5,$1549.01,11,$5285.67
Mr. Nathaniel Gibbs,male,748-98-7766,Fri Jan 07 2011 02:52:04 GMT-0500 (Eastern Standard Time),4836872133,Maryland,93115-3699,n.gibbsibbs@bewhaca.de,American Express,3465xxxxxxx3182,01/21,male,WUCY,4,$1822.04,9,$7161.06,11,$12505.79
Bettie Ballard,female,948-98-4621,25/8/2016,(675) 316-9558,Iowa,95471-3696,b.Ballard@ondancu.de,Visa,4581xxxxxxxx9249,09/27,female,KJKB,4,$2368.79,9,$4908.55,19,$15111.300000000003
Curtis Hunter,male,467-33-1734,Thu Mar 25 2010 12:41:49 GMT-0400 (Eastern Daylight Time),(787) 808-7505,O.R.,56677,c.Hunter@hulame.gov,American Express,3448xxxxxxx4148,02/20,male,KMCZ,2,$799.76,6,$3208.9800000000005,10,$6332.39
Shane Huff,male,761-62-5487,8/20/2010,9064633209,Nebraska,40153,s.huffuff@wamtervo.net,Mastercard,5119xxxxxxxx5191,08/26,male,KICH,0,$0,3,$586.24,12,$6275.849999999999
Misses Ann Price,female,551-81-2153,Fri Jul 18 2014 05:16:35 GMT-0400 (Eastern Daylight Time),9302308492,IA,59174,a.pricerice@ah.net,Visa,4952xxxxxxxx4027,10/17,female,KKLS,0,$0,2,$883.49,6,$2942.9400000000005
Mr. Lewis Carroll,male,875-32-1208,Mon Dec 14 2015 20:13:48 GMT-0500 (Eastern Standard Time),(579) 544-4320,NE,94064,l.carrollarroll@la.gov,American Express,3445xxxxxxx8962,05/26,male,KIUD,3,$1490.06,5,$3248.56,15,$10055.310000000001
Mister Cole French,male,064-56-8739,6/12/2010,(207) 918-7266,Oklahoma,56655,c.French@fo.nz,Mastercard,5146xxxxxxxx7385,03/21,male,KRSF,5,$2130.66,6,$4440.34,14,$10809.74
Joseph Norman,male,843-80-0652,Mon Mar 02 2015 04:59:53 GMT-0500 (Eastern Standard Time),(775) 905-1279,Massachusetts,29446-8618,j.Norman@faniw.edu,Visa,4339xxxxxxxx3717,08/18,male,WCNB,0,$0,3,$2294.89,13,$9341.29
Samuel Meyer,male,750-61-9399,Fri Jul 17 2015 14:48:35 GMT-0400 (Eastern Daylight Time),(938) 981-1013,N.D.,68416,s.meyereyer@civ.net,Discover Card,6011xxxxxxxx9249,02/26,male,KPNJ,4,$1832,6,$5318.11,14,$14894.699999999999
Mrs. Sophie Rodgers,female,086-69-0251,9/5/2009,7608494953,Georgia,90963,s.rodgersodgers@uge.com,Visa,4465xxxxxxxx5585,05/24,female,WUOX,2,$1555.83,5,$4071.4300000000007,12,$10729.86
Mister Leo Payne,male,437-95-7339,4/20/2005,(473) 396-6872,District of Columbia,55850-5861,l.payneayne@esoka.au,Visa,4324xxxxxxxx4424,01/21,male,KMBN,2,$1122.1,4,$3508.53,13,$10722.849999999999
Ethel McDaniel,female,782-29-4770,2/16/2012,5217545927,T.N.,33179-6430,e.mcdanielcDaniel@lusjov.info,Discover Card,6011xxxxxxxx0139,10/24,female,WOPZ,0,$0,2,$1718.06,10,$4918.87
Viola Wilkerson,female,954-55-8951,7/7/2007,2396658289,WY,48447,v.wilkersonilkerson@vap.edu,Diners Club United States & Canada,5424xxxxxxxx6852,07/27,female,KNTL,1,$282.8,4,$2328.6,10,$6682.089999999999
Ophelia Nash,female,713-40-9849,Thu Dec 11 2014 21:00:00 GMT-0500 (Eastern Standard Time),(361) 546-1661,MS,69360-1143,o.nashash@wanbihi.edu,Mastercard,5171xxxxxxxx0574,04/25,female,WGMR,0,$0,4,$2353.1,14,$8901.24
Dr. Milton Morris,male,121-53-8118,22/10/2009,(354) 414-1089,Maryland,86495,m.Morris@jar.gov,Mastercard,5130xxxxxxxx3515,01/17,male,WYUY,4,$2597.27,5,$4503.8,7,$8214.48
Tony Glover,male,736-15-4056,20/9/2008,(518) 790-7126,Washington,64389,t.gloverlover@cub.com,Diners Club United States & Canada,5448xxxxxxxx9796,11/23,male,KJOD,1,$541.54,4,$3152.75,10,$7397.010000000001
Mittie Williamson,female,866-14-5929,8/2/2017,(475) 336-8174,North Dakota,96519-4022,m.williamsonilliamson@obfo.info,Diners Club United States & Canada,5438xxxxxxxx5280,12/18,female,KRFJ,4,$1420.56,7,$4701.22,12,$11466.919999999998
Mr. Joe Rodriquez,male,295-65-9788,Wed Aug 20 2008 11:36:09 GMT-0400 (Eastern Daylight Time),(283) 339-6347,District of Columbia,15321,j.rodriquezodriquez@bafiac.nz,Discover Card,6011xxxxxxxx2209,04/24,male,WNWM,2,$1151.45,6,$4673.04,16,$13101.880000000001
Katharine Cohen,female,118-30-0280,Mon Sep 05 2011 00:19:53 GMT-0400 (Eastern Daylight Time),8334587019,Pennsylvania,72807,k.cohenohen@guwmo.ca,Discover Card,6011xxxxxxxx7375,09/22,female,WWRI,4,$921.2700000000001,8,$5180.94,9,$9886.64
Mr. Jeffery Reyes,male,587-34-5618,Sun Jan 04 2015 17:46:34 GMT-0500 (Eastern Standard Time),(583) 909-8240,TN,71656-4997,j.Reyes@dalza.edu,Visa,4656xxxxxxxx3451,06/24,male,WOBR,3,$1052.29,6,$4295.97,12,$10016.8
Linnie Peters,female,466-98-0062,31/8/2016,(263) 561-4834,Tennessee,70938,l.peterseters@papew.de,American Express,3422xxxxxxx5797,02/18,female,WTBA,3,$1993.05,8,$6438.76,14,$13663.500000000002
Brian Henderson,male,832-70-8852,8/25/2009,(818) 489-2126,Texas,96448-7011,b.Henderson@ute.com,Diners Club United States & Canada,5429xxxxxxxx0046,07/20,male,KMAG,3,$1724.22,5,$5270.170000000001,15,$13924.460000000001
Ralph Wheeler,male,132-31-9763,Sat Feb 02 2013 02:07:09 GMT-0500 (Eastern Standard Time),(529) 532-2738,F.L.,01818-5919,r.Wheeler@zedi.com,Visa,4646xxxxxxxx6834,11/26,male,WSLE,5,$2405.12,9,$7100.009999999999,16,$14193.429999999998
Aiden Ingram,male,600-71-8932,7/5/2006,(488) 727-5588,Delaware,86453,a.ingramngram@zitifge.de,American Express,3458xxxxxxx9093,02/27,male,WEEB,5,$3125.27,9,$8477.64,13,$15012.809999999998
Mr. Eugene Daniels,male,632-46-0050,19/6/2017,4368487793,Hawaii,55786,e.danielsaniels@kacus.com,Visa,4851xxxxxxxx0276,07/21,male,KPHH,3,$2093.6400000000003,4,$3833.9500000000003,5,$6784.209999999999
Lina Wilson,female,200-31-5081,Tue Mar 05 2013 23:04:41 GMT-0500 (Eastern Standard Time),(388) 696-1107,D.C.,51813,l.Wilson@sifoda.com,American Express,3496xxxxxxx5078,05/23,female,KCXB,0,$0,4,$2413.6499999999996,6,$5729.19
Mister John Knight,male,710-60-9512,25/2/2013,6767561366,N.V.,71246-8802,j.knightnight@wamof.net,Diners Club United States & Canada,5452xxxxxxxx1822,08/22,male,KXWP,5,$1943.12,9,$7411.24,16,$15024.289999999995
Miss Rosa Cook,female,226-91-6767,13/12/2012,(633) 759-7769,WA,68829,r.cookook@kehgu.info,Visa,4119xxxxxxxx9483,11/19,female,KSDO,0,$0,2,$1299.35,8,$5430.0199999999995
Mister Leo Obrien,male,010-92-1339,8/3/2005,8348933761,P.A.,43594,l.obrienbrien@cowomu.net,Visa,4398xxxxxxxx5060,02/20,male,WOBV,2,$1025.63,5,$4111.04,10,$10353.26
Gabriel Haynes,male,086-82-7979,Sat Oct 19 2013 07:55:21 GMT-0400 (Eastern Daylight Time),2822889104,A.R.,97637-8045,g.Haynes@zu.org,American Express,3463xxxxxxx6172,05/23,male,KWVE,2,$1410.46,4,$3004.8100000000004,6,$4956.790000000001
Luis Young,male,452-76-2379,3/30/2005,(489) 762-2159,Wyoming,65679-9162,l.youngoung@ho.net,Discover Card,6011xxxxxxxx9475,02/18,male,KXOW,1,$644.26,5,$3152.37,10,$8751.630000000001
Miss Verna Clayton,female,666-70-5377,5/15/2009,(606) 834-7521,Delaware,57977-7505,v.claytonlayton@zottifhu.net,Discover Card,6011xxxxxxxx6563,10/17,female,WGGP,4,$2432.37,9,$6945.429999999999,19,$15913.050000000001
Doctor Philip McKinney,male,734-15-7958,Sun Mar 21 2010 10:20:03 GMT-0400 (Eastern Daylight Time),(224) 573-3477,N.M.,08195-2706,p.McKinney@simu.ca,Visa,4560xxxxxxxx8772,01/26,male,KJWS,2,$703,6,$5899.25,8,$9681.490000000002
Kathryn Bell,female,434-88-9121,Tue Jul 17 2012 23:13:19 GMT-0400 (Eastern Daylight Time),9789812555,Pennsylvania,67160-0832,k.bellell@butir.au,Visa,4654xxxxxxxx4288,02/23,female,WDKA,2,$932.3499999999999,3,$2295.93,12,$10075.550000000001
Helen Ford,female,005-89-6853,Wed Aug 30 2006 12:12:46 GMT-0400 (Eastern Daylight Time),3046202036,California,22131-4266,h.fordord@du.au,Mastercard,5105xxxxxxxx2291,10/22,female,KSAC,1,$474.13,5,$3638.51,10,$9694.210000000001
Ollie Copeland,female,580-14-5141,Tue Sep 29 2015 23:17:35 GMT-0400 (Eastern Daylight Time),(689) 669-7459,W.I.,15705-1157,o.copelandopeland@zicwetop.gov,Diners Club United States & Canada,5485xxxxxxxx5821,10/23,female,WFAV,3,$864.86,4,$4046.16,13,$9136.539999999999
Mamie Boyd,female,167-58-1432,6/4/2014,(511) 904-8938,Texas,15613,m.boydoyd@zoter.co,American Express,3449xxxxxxx5129,04/25,female,KAYU,2,$1616.59,3,$3171.62,11,$8647.160000000002
Miss Madge Padilla,female,836-23-7287,6/3/2011,9012674377,Colorado,16821-7534,m.padillaadilla@agjutano.edu,Discover Card,6011xxxxxxxx3320,03/20,female,KDOR,3,$2034.39,6,$4646.13,12,$9629.929999999998
Mister Travis Chapman,male,381-57-7647,Sun May 06 2012 01:39:40 GMT-0400 (Eastern Daylight Time),2062056638,NY,40486-0601,t.chapmanhapman@li.org,American Express,3474xxxxxxx9771,03/20,male,WFJE,3,$1702.1799999999998,6,$5527.5599999999995,15,$14726.600000000002
Nannie Bowman,female,545-31-7685,Sat Mar 22 2014 13:45:17 GMT-0400 (Eastern Daylight Time),8804331571,OH,79916,n.Bowman@janoj.edu,American Express,3459xxxxxxx4439,07/27,female,WUFM,5,$2319.73,10,$7471.46,14,$15028.05
